scaffold	start	end	source	Name	BEEBASE	gene_biotype	DAVID_gene_name	High_A_outlier_North_America_FDR	High_A_outlier_South_America_FDR	Low_A_outlier_South_America_FDR	Low_A_outlier_North_America_FDR
NC_037638.1	10929610	10935223	Gnomon	LOC408592	GB45884	protein_coding	acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase 40 kDa form(LOC408592)	0.01	0.01	NA	NA
NC_037638.1	10934933	10937237	Gnomon	LOC410726	GB45814	protein_coding	putative E3 ubiquitin-protein ligase UBR7(LOC410726)	0.01	0.01	NA	NA
NC_037638.1	10937631	10940839	Gnomon	LOC725494	GB45885	protein_coding	myoneurin-like(LOC725494)	0.01	0.01	NA	NA
NC_037638.1	10940385	10964255	Gnomon	LOC408594	GB45812	protein_coding	triple functional domain protein(LOC408594)	0.01	0.01	NA	NA
NC_037638.1	10964332	10967088	Gnomon	LOC410727	GB45886	protein_coding	39S ribosomal protein L38, mitochondrial(LOC410727)	0.01	0.01	NA	NA
NC_037638.1	10966877	10970752	Gnomon	LOC725649	NA	protein_coding	NA	0.01	0.01	NA	NA
NC_037638.1	10970896	10976162	Gnomon	LOC408595	GB45810	protein_coding	locomotion-related protein Hikaru genki(LOC408595)	0.01	0.01	NA	NA
NC_037638.1	10978656	10990270	Gnomon	LOC107966049	NA	protein_coding	NA	0.01	0.01	NA	NA
NC_037638.1	11040466	11070902	Gnomon	LOC413024	GB44810	protein_coding	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like(LOC413024)	0.01	0.01	NA	NA
NC_037638.1	11075509	11089568	Gnomon	LOC413025	GB44808	protein_coding	peroxidasin(LOC413025)	0.05	0.01	NA	NA
NC_037638.1	11091784	11094800	Gnomon	LOC102656318	NA	lncRNA	NA	0.01	0.01	NA	NA
NC_037638.1	11099605	11104176	Gnomon	LOC107964511	NA	lncRNA	NA	0.01	0.01	NA	NA
NC_037638.1	11103697	11119163	Gnomon	LOC100578631	GB44804	protein_coding	uncharacterized LOC100578631(LOC100578631)	0.05	0.01	NA	NA
NC_037638.1	11205468	11294717	Gnomon	LOC410724	GB44796	protein_coding	protein prickle-like(LOC410724)	0.01	0.05	NA	NA
NC_037638.1	11264551	11269416	Gnomon	LOC100578133	NA	protein_coding	NA	0.01	0.05	NA	NA
NC_037638.1	11267753	11269305	Gnomon	LOC100578184	NA	protein_coding	NA	0.01	0.05	NA	NA
NC_037638.1	11429569	11477303	Gnomon	LOC409546	GB44739	protein_coding	lachesin(LOC409546)	0.01	0.01	NA	NA
NC_037638.1	11447258	11454414	Gnomon	LOC102656558	NA	lncRNA	NA	0.01	0.01	NA	NA
NC_037638.1	11770998	11794777	Gnomon	LOC726743	GB46472	protein_coding	doublesex- and mab-3-related transcription factor A2(LOC726743)	0.01	0.05	NA	NA
NC_037638.1	11902236	11907144	Gnomon	LOC102655567	NA	lncRNA	NA	0.05	0.1	NA	NA
NC_037638.1	11908365	11972016	Gnomon	LOC410035	GB46487	protein_coding	dorsal-ventral patterning protein Sog(LOC410035)	0.01	0.05	NA	NA
NC_037638.1	11982112	12020267	Gnomon	LOC413677	GB46490	protein_coding	rho guanine nucleotide exchange factor 10(LOC413677)	0.05	0.1	NA	NA
NC_037638.1	12073196	12170406	Gnomon	LOC726972	NA	protein_coding	NA	0.01	0.05	NA	NA
NC_037638.1	12120914	12123998	Gnomon	LOC107965622	NA	lncRNA	NA	0.1	0.1	NA	NA
NC_037638.1	7220110	7711294	Gnomon	LOC113219185	NA	protein_coding	NA	0.01	NA	NA	NA
NC_037638.1	8534936	9003139	Gnomon	LOC410732	GB43004	protein_coding	3-phosphoinositide-dependent protein kinase 1(LOC410732)	0.05	NA	NA	NA
NC_037638.1	8701273	8724074	Gnomon	LOC102653666	NA	lncRNA	NA	0.1	NA	NA	NA
NC_037638.1	10231882	10452369	Gnomon	LOC725189	GB40871	protein_coding	protein bric-a-brac 1-like(LOC725189)	0.05	NA	NA	NA
NC_037638.1	10363933	10369500	Gnomon	LOC113219409	NA	lncRNA	NA	0.05	NA	NA	NA
NC_037638.1	10453717	10460115	Gnomon	LOC408598	GB45852	protein_coding	MAGUK p55 subfamily member 7(LOC408598)	0.05	NA	NA	NA
NC_037638.1	10497978	10521059	Gnomon	LOC552761	GB55046	protein_coding	probable G-protein coupled receptor B0563.6(LOC552761)	0.01	NA	NA	NA
NC_037638.1	10534560	10584049	Gnomon	LOC551385	GB45859	protein_coding	frequenin-1(LOC551385)	0.01	NA	NA	NA
NC_037638.1	10716501	10718000	Gnomon	LOC551557	GB45838	protein_coding	uncharacterized LOC551557(LOC551557)	0.01	NA	NA	NA
NC_037638.1	10719812	10720840	Gnomon	LOC113219418	NA	protein_coding	NA	0.01	NA	NA	NA
NC_037638.1	10722104	10725458	Gnomon	LOC100578653	GB45862	protein_coding	twinkle protein, mitochondrial(LOC100578653)	0.01	NA	NA	NA
NC_037638.1	10725658	10729172	Gnomon	LOC413713	GB45863	protein_coding	glycosyltransferase 25 family member(LOC413713)	0.01	NA	NA	NA
NC_037638.1	10730460	10732646	Gnomon	LOC410115	GB45864	protein_coding	actin-related protein 3(LOC410115)	0.01	NA	NA	NA
NC_037638.1	10746146	10753186	Gnomon	LOC413907	GB45833	protein_coding	uncharacterized LOC413907(LOC413907)	0.05	NA	NA	NA
NC_037638.1	11262468	11264665	Gnomon	LOC100578057	NA	lncRNA	NA	0.01	NA	NA	NA
NC_037638.1	11306886	11312275	Gnomon	LOC408590	GB44732	protein_coding	RING finger and CHY zinc finger domain-containing protein 1(LOC408590)	0.05	NA	NA	NA
NC_037638.1	11313666	11348520	Gnomon	LOC409733	GB44791	protein_coding	transcriptional activator Myb(LOC409733)	0.01	NA	NA	NA
NC_037638.1	11320384	11328603	Gnomon	LOC100577336	GB44733	lncRNA	uncharacterized LOC100577336(LOC100577336)	0.01	NA	NA	NA
NC_037638.1	11348568	11350719	Gnomon	LOC100577296	GB44734	protein_coding	checkpoint protein HUS1(LOC100577296)	0.01	NA	NA	NA
NC_037638.1	11350324	11352483	Gnomon	LOC409734	GB44789	protein_coding	nuclear pore glycoprotein p62(LOC409734)	0.01	NA	NA	NA
NC_037638.1	11927186	11929079	Gnomon	LOC102655515	NA	lncRNA	NA	0.01	NA	NA	NA
NC_037638.1	11959940	11962708	Gnomon	LOC107964488	NA	lncRNA	NA	0.05	NA	NA	NA
NC_037638.1	12309165	12357970	Gnomon	LOC724680	GB46502	protein_coding	uncharacterized LOC724680(LOC724680)	0.01	NA	NA	NA
NC_037638.1	12312259	12348810	Gnomon	LOC551031	GB46425	protein_coding	uncharacterized LOC551031(LOC551031)	0.05	NA	NA	NA
NC_037638.1	12351358	12356140	Gnomon	LOC409718	GB46423	protein_coding	PAB-dependent poly(A)-specific ribonuclease subunit PAN3(LOC409718)	0.01	NA	NA	NA
NC_037638.1	12356708	12358377	Gnomon	LOC724625	GB46503	protein_coding	DNA-directed RNA polymerases I, II, and III subunit RPABC5(LOC724625)	0.05	NA	NA	NA
NC_037638.1	12358063	12371149	Gnomon	LOC413000	GB46422	protein_coding	proton-coupled amino acid transporter 1(LOC413000)	0.01	NA	NA	NA
NC_037638.1	12604106	12610130	Gnomon	LOC100576586	GB46523	protein_coding	transcriptional repressor CTCFL-like(LOC100576586)	0.1	NA	NA	NA
NC_037638.1	25639407	25825636	Gnomon	LOC102655243	NA	protein_coding	NA	0.05	NA	NA	NA
NC_037639.1	1473024	1561164	Gnomon	LOC412853	GB12558	protein_coding	brain tumor protein(LOC412853)	0.1	NA	NA	NA
NC_037639.1	2616790	2639410	Gnomon	LOC412955	GB14243	protein_coding	protein jim lovell(LOC412955)	0.05	NA	NA	NA
NC_037639.1	2695881	2791728	Gnomon	LOC102655235	NA	lncRNA	NA	0.05	NA	NA	NA
NC_037639.1	3961514	4366097	Gnomon	LOC724736	GB43476	protein_coding	semaphorin-1A-like(LOC724736)	0.1	NA	NA	NA
NC_037639.1	11236647	11291397	Gnomon	LOC410867	GB49755	protein_coding	uncharacterized LOC410867(LOC410867)	0.1	NA	NA	NA
NC_037641.1	6572856	6689476	Gnomon	LOC411036	GB50377	protein_coding	two pore potassium channel protein sup-9(LOC411036)	0.01	NA	NA	NA
NC_037642.1	6373662	6449862	Gnomon	LOC100578665	NA	protein_coding	NA	0.05	NA	NA	NA
NC_037642.1	6390668	6524494	Gnomon	LOC411079	GB46725	protein_coding	protein grainyhead(LOC411079)	0.05	NA	NA	NA
NC_037642.1	12928909	12941831	Gnomon	LOC413063	GB41347	protein_coding	protein ECT2(LOC413063)	0.1	NA	NA	NA
NC_037642.1	12944908	12950469	Gnomon	LOC412303	GB41346	protein_coding	choline-phosphate cytidylyltransferase A-like(LOC412303)	0.1	NA	NA	NA
NC_037642.1	12952108	12960783	Gnomon	LOC724927	GB41345	protein_coding	importin-5(LOC724927)	0.1	NA	NA	NA
NC_037642.1	12958113	12958241	cmsearch	LOC113218816	NA	guide_RNA	NA	0.1	NA	NA	NA
NC_037642.1	13691705	13723164	Gnomon	LOC409729	GB45645	protein_coding	zinc finger protein 608-like(LOC409729)	0.05	NA	NA	NA
NC_037642.1	13723059	13724974	Gnomon	LOC409728	GB11132	protein_coding	40S ribosomal protein S5(LOC409728)	0.05	NA	NA	NA
NC_037642.1	13725194	13726100	Gnomon	LOC413014	GB45731	protein_coding	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5(LOC413014)	0.05	NA	NA	NA
NC_037642.1	13726406	13740990	Gnomon	LOC726879	GB45732	protein_coding	uncharacterized LOC726879(LOC726879)	0.01	NA	NA	NA
NC_037642.1	13741217	13757233	Gnomon	LOC409727	GB45733	protein_coding	kinesin 13(LOC409727)	0.01	NA	NA	NA
NC_037644.1	9455805	9542487	Gnomon	LOC406124	GB40975	protein_coding	gamma-aminobutyric acid receptor subunit beta(LOC406124)	0.05	NA	NA	NA
NC_037645.1	7426942	7561836	BestRefSeq	AChE-2	GB41856	NA	acetylcholinesterase 2(AChE-2)	0.05	NA	NA	NA
NC_037645.1	10955748	11211303	Gnomon	LOC411288	GB42000	protein_coding	cAMP-specific 3,5-cyclic phosphodiesterase(LOC411288)	0.1	NA	NA	NA
NC_037646.1	6636343	6731253	Gnomon	LOC412960	GB42783	protein_coding	receptor-type tyrosine-protein phosphatase kappa(LOC412960)	0.1	NA	NA	NA
NC_037646.1	8489811	8492509	Gnomon	LOC102656409	NA	lncRNA	NA	0.1	NA	NA	NA
NC_037648.1	194849	203179	Gnomon	LOC100577537	GB46629	protein_coding	uncharacterized LOC100577537(LOC100577537)	0.1	NA	NA	NA
NC_037648.1	235181	297554	Gnomon	LOC410293	GB18049	protein_coding	C-type lectin mannose-binding isoform(LOC410293)	0.05	NA	NA	NA
NC_037648.1	1814121	1821469	Gnomon	LOC102656690	NA	lncRNA	NA	0.1	NA	NA	NA
NC_037648.1	2058722	2065932	Gnomon	LOC100576080	NA	lncRNA	NA	0.01	NA	NA	NA
NC_037648.1	2067392	2068661	Gnomon	LOC102653698	NA	lncRNA	NA	0.01	NA	NA	NA
NC_037648.1	2075082	2078832	Gnomon	LOC102653728	NA	lncRNA	NA	0.01	NA	NA	NA
NC_037650.1	4679853	4786005	BestRefSeq%2CGnomon	5-HT1	GB48005	NA	serotonin receptor(5-HT1)	0.05	NA	NA	NA
NC_037651.1	3494123	3895706	Gnomon	LOC410479	NA	protein_coding	NA	0.05	NA	NA	NA
NC_037651.1	3798330	3897967	Gnomon	LOC100577542	NA	lncRNA	NA	0.05	NA	NA	NA
NC_037651.1	6033474	6334772	Gnomon	LOC726153	GB43702	protein_coding	uncharacterized LOC726153(LOC726153)	0.01	NA	NA	NA
NC_037651.1	6214925	6219011	Gnomon	LOC102654440	NA	lncRNA	NA	0.05	NA	NA	NA
NC_037652.1	7909917	8044316	Gnomon	LOC409611	GB49985	protein_coding	disintegrin and metalloproteinase domain-containing protein 10(LOC409611)	0.1	NA	NA	NA
NC_037638.1	9358232	9637091	Gnomon	LOC409608	GB41047	protein_coding	peroxidasin-like(LOC409608)	NA	0.1	NA	NA
NC_037638.1	10983351	10997649	Gnomon	LOC100578300	GB45887	protein_coding	uncharacterized LOC100578300(LOC100578300)	NA	0.1	NA	NA
NC_037638.1	10991117	11005672	Gnomon	LOC410728	GB45809	protein_coding	transmembrane channel-like protein 2(LOC410728)	NA	0.1	NA	NA
NC_037643.1	12255713	12914327	Gnomon	LOC411155	GB42976	protein_coding	teneurin-a(LOC411155)	NA	0.05	NA	NA
